name,date,content,share,retweet,like
laire,12/29/2021,"""If science can't be questioned it's not science anymore, it's propaganda."" - Aaron Rodgers spittin' fire on 
@PatMcAfeeShow
 

#Covid #Omicron",11 ,24 ,110 
JamesMartinSJ,12/29/2021,"Thanks to all the women and men staffing #Covid testing centers around the world. I was just tested (again) at a LabQ truck (they're all over NYC) and they are patient, courteous and professional, even when the lines are very long. We owe them gratitude during a hard time.",16 ,89 ,1568 
Elenee_Dao,12/29/2021,"Looking for a #COVID test in Spokane County? You have plenty of options before the New Year or any time.

There are two testing sites run by Discovery Health: 
The Spokane Falls Community College & Spokane Co. Fair & Expo Center. They're open every day except Wed. 
@kxly4news",2 ,4 ,13 
cathynewman,12/29/2021,"V interesting hearing 
@ChrisCEOHopson
 tell me on 
@Channel4News
 just now that the #NHS needs to live with #covid too & that vaccines have changed the rules of the game",15 ,7 ,34 
cathynewman,12/29/2021,"Back in the 
@Channel4News
 studio reporting on a record number of UK #covid cases BUT growing optimism we’re learning to live with the virus. Tune in NOW!",31 ,15 ,109 
jsparkblog,12/29/2021,"As we enter year three of the pandemic, please keep in mind the old rule: If you get bit by a zombie, don’t hide that from your friends. Be honest. #pandemic #covid",5 ,41 ,188 
COChicanoJoe,12/28/2021,"“Rugged individualism” is one of the biggest lies in America. 

Mask up. 

Get vaccinated. 

Get boosted. 

Get tested. 

Act responsibly. 

#Community means we care for each other. 

#COVID19 #CovidTesting #MaskUp #copolitics #Covid #OmicronVariant #GetVaccinatedNow",4 ,3 ,40 
rameshlaus,12/28/2021,"Delhi Govt could have reduced occupancy by 50% in movie theaters.. Instead, shutting them down from 100% occupancy.. #Covid 

A step-by-step tightening is more appropriate..",18 ,206 ,2427 
Kan__Fatima,12/28/2021,"Sitting in a restaurant if you cough even a bit due to food choke, people start looking at you weirdly as if you’re an alien. 
#Covid",14 ,7 ,36 
emtziggy45,12/28/2021,"My Covid story: on Jan 1, 2021 I was diagnosed with Covid. I fought the illness for 21 days and two days in the hospital. At almost a year from then I am still having after effects of it. Please get vaccinated and wear your mask to help slow the spread.  #vaxxed #covid",1 ,9 ,29 
Graham4GA,12/28/2021,"The governments answer to the newest #covid spike? Free tests! The obvious outcome here will be shortages as people who don't otherwise need them take advantage in the short term, diminishing supply for those who should be prioritized(exposure, symptoms).

#gapol #StrikeTheRoot",2 ,3 ,13 
neerubhatia3,12/28/2021,Seriously what’s with my city #Delhi??? If it’s not #Covid it’s #pollution if not this then #dengue…. The city wasn’t like this in all my growing years :(,3 ,2 ,8 
Truth_Lovr,12/28/2021,"BREAKING — Japan Puts Warnings on #COVID Jabs! 

#Japan is standing out as a protector of informed consent and medical freedom, during a time in history when many other countries are opting for totalitarian control (Thread )",2 ,1 ,2 
DiscoforDarling,12/28/2021,"So are you guys saying Team SSR will have to do all the disco again - again play Kabaddi & appear in Kumkum Bhagya, in 2-3 months time??

#Postponement? #Covid #RRR #RadheShyam",4 ,1 ,8 
SandraSorvino,12/28/2021,"They said the vaccinated won’t spread #COVID .
They lied.

They said two vaccinedoses would be enough.
They lied.

They said kids wouldn’t have to get vaccinated.
They lied.

They said no more lockdowns.
They lied.

Yet we’re called “conspiracy theorists” for not believing them.",2 ,21 ,37 
jon_moulin,12/28/2021,"So the CDC shortens Covid Isolation?

Can’t miss those work days huh?

What next, isolate in a cubicle at work?

#Covid #COVID-19 #CovidTesting",5 ,3 ,22 
mackyson,12/28/2021,"They are killing us on multiple fronts. #Covid, #climatecrisis, no #MedicareForAll , #poorwages, no family care leave, mic, no student debt forgiveness etc. From the cradle to the grave, we have elected them to kill us. We know this. When will WE do something to stop them?",18 ,86 ,223 
BernieSpofforth,12/28/2021,"We went from testing ill people, to prove they were ill, to testing healthy people, to prove they were healthy!

And then we discriminated against all those who thought that was nuts.

#Covid_19 #COVID",19 ,345 ,1757 
jucopel,12/28/2021,"Anyone isolating around #Sydenham and need any messages done (food, electric, gas, prescriptions pick up) please get in touch. I’m off this week and only so much chocolate one person can eat. #COVID",3 ,16 ,132 
joeruturi,12/28/2021,"Folks . We can not emphasize enough we are running out of empathy- #Omicron is #Covid stop belittling the variant . Agreed from the data it is a milder form in most people just like Malaria is mild in some but others do get cerebral malaria, kidney failure and die . Avoid Covid .",4 ,32 ,64 
NaveedAJamali,12/28/2021,Something I’m hearing more and more of: unvaccinated people getting #Covid  TWICE. You’d think they’d learn.,44 ,53 ,568 
tongs_ya_bass,12/28/2021,Anybody know what time England's colossal #Covid figures are being announced today? I need cheering up!,6 ,4 ,17 
jorymicah,12/28/2021,"I often feel like I’m missing out on the world by staying home during this pandemic for the most part. 

But it’s bigger than #covid. It’s not feeling emotionally, mentally, spiritually and physically safe in such a cruel world.",4 ,2 ,33 
_lokeshsharma,12/28/2021,"#Rajasthan #CoronaUpdate:

97 #COVID cases reported
Out of which 75 from #Jaipur
0 cases in 23 Districts
No #Corona related death
Today's #Recovered13
Active Cases 438

Increasing number of cases is a matter of concern
Plz stay alert & follow health protocols.
#StaySafe",24 ,142 ,296 
R_Maralia,12/28/2021,"When we say ""#Covid is the disease of the unvaxxed"" Please don't forget that in Australia children under 12 are still unvaxxed.
That is approx 5 million children under 12 years of age. It is our responsibility to do everything in our power to protect them. 
Source: ABS data",1 ,3 ,8 
derekobrienmp,12/28/2021,"Have tested positive for #COVID 

Moderate symptoms. Isolating at home. 

If you have come into contact with me in the last three days, and have symptoms, please seek medical advice. 

(Was always ultra-careful. Yet.) 

#MaskUpIndia",279 ,266 ,1489 
salsaverdetacos,12/28/2021,"I’m old enough to remember when 
@POTUS
 yelled at Governors to “get out of the way” so the federal government could handle #COVID   

Now he says the ball is in their court and he’s out of tricks. 

#clownworld",1 ,1 ,12 
StevenL57,12/28/2021,"Less than half the people who got 2 Pfizer or Moderna shots or 1 J&J have gotten a booster shot in Massachusetts.
What is the hold up here, people or access? Both? #COVID",1 ,1 ,2 
ridzsups,12/28/2021,Honourable PM  Sir kindly a speech about #COVID patients. Most patients are roaming around within 5 to 6 days without a proper confirmation of a negative report. Not only that many are hiding. Hence it is very worrying as we are not even getting information when where and who are,2 ,,5 
docanoopmisra,12/28/2021,We are increasingly seeing new-onset #diabetes (most do not have symptoms)in our employees. Any high #sugar increases risk of complications due to #Covid-19 several times.  Diabetes detection/awareness camps should be held in all organizations.BP can be measured at same time too.,11 ,22 ,69 
rameshlaus,12/28/2021,"#BCCI President 
@SGanguly99
 has tested positive for #Covid 

Wishing him a speedy recovery..",13 ,102 ,1341 
VABVOX,12/28/2021,"#NEW A new study from the 
@NIH
 shows that 
#COVID19 can linger in the body for months after infection, particulaly in the heart and brain.
Autopsies of people who died of #COVID mapped distribution throughout the body.
This could be useful in developing treatment for #LongCovid.",1 ,26 ,63 
jmw1235,12/28/2021,How about a super vaccine that covers all future possible variants of Covid?  Katelyn Jetelina just wrote an essay about such a vaccine that is being worked on.  Walter Reed Army Institute of Research is one of the places this is being tested.  Sounds like a good idea!  #COVID,2 ,10 ,29 
DrTanyaAltmann,12/28/2021,"As expected 
@CDC
 shortened COVID positive isolation if asymptomatic on day 5. I would have liked to see this for vaccinated individuals or for those who have two negative antigen tests at least 12 hours apart to get out of quarantine.  #COVID #Isolation",1 ,2 ,9 
1drcole,12/28/2021,"If you follow #drcole, screen/follow everyone who LIKES & RETWEETS this #GetBoostedNow  #covid #stayhome #stayhealthy",7 ,49 ,86 
martindunphy,12/28/2021,"A Penn State study found half of those with #COVID have symptoms six months later. Ultimate length of those symptoms, severity, unknown. Other studies suggest it could be years or more, and that kids will constitute a big percentage of such survivors.
We roll the dice in B.C.",7 ,28 ,55 
realJedBevan,12/28/2021,"If 
@SAHealth
 is feeling under pressure already due to #SouthAustralia's #Covid outbreak, then maybe they shouldn't have sacked a bunch of nurses, doctors & other health care workers for exercising their right to bodily autonomy by choosing not to be #vaccinated",3 ,12 ,44 
TylerDPhelan,12/28/2021,Per new CDC guidelines: HCWs who died 3 days ago are cleared and expected to return to work on day 4. #COVID,1 ,,6 
cest_emery,12/28/2021,"Health Aid Pharmacy 12918 167 Ave (NW #yeg) seemed to still have stock less than 1hr before closing. Might be worth a visit 1st thing in the morning. 
@ab_vax
 #COVID19AB #covid",2 ,3 ,6 
DrRobDavidson,12/28/2021,"Joining 
@CapehartJ
 on 
@TheLastWord
 at 10:30 to talk about the latest #COVID news. See you in a few.",14 ,6 ,74 
becca_bracy,12/28/2021,everyone i know thinks their level of #covid precautions is just right - anyone taking more risks is reckless and anyone being more cautious is overly fearful…we’re all goldilocks eating baby bear’s porridge,2 ,2 ,31 
NickTalbot20,12/28/2021,"So, #Biden’s number one campaign promise—to “shut down this virus”—he now says is not even his job.

The #covid cult is dying and they know it.

#DoNotComplyEVER !!!!",1 ,1 ,6 
Tara_Swanigan,12/28/2021,"#COVID is spreading like wildfire in #AZ 

We have a severe shortage of hospital beds and staff.


@Suns
 arena packed with 1,000s of unmasked patrons. 

You charge a ton for tickets, but won’t mandate masks to keep your patrons safe?

Do better. 


@MarkedByCovid",6 ,17 ,60 
CJJones16829986,12/28/2021,"Last week my 7 year old daughter was rushed to hospital with ‘Acute exacerbation of asthma’.  Except it wasn’t. 
It was #covid and she had a false negative tests. 

I’m a qualified nurse - and I have been managing her asthma for years, I thought I knew what to look out for.

1/16",131 ,1739 ,4219 
AreOhEssEyeEe,12/28/2021,"I'm old enough to remember when both #Trudeau & #Brandon said ""If you get vaxxed you will not get or transmit #Covid""... 

Anyone else old enough to remember this? 

#NoVaccineMandates
#NoVaccinePassports",45 ,186 ,877 
darongerschmd,12/28/2021,Just had my first patient with COVID and Influenza A.  Yuck.  #covid #influenza #maskup #vaccine.,2 ,1 ,9 
kdurquiza,12/28/2021,"How many people do you personally know that have #Covid right now? 


@MarkedByCovid",,,
Documark,12/28/2021,"I am not a #covid denier or anti-vax (I've had both shots and booster) but I am not willing to be injected at least 5 times a year. That isn't what I regard as a vaccine.
Pfizer and the other companies making massive profits from this plague could ease much of the scepticism...",13 ,17 ,107 
takhtehchianmd,12/28/2021,Big news on #CDC and #covid isolation:  huge implications for sports. Illinois vs Minnesota on 1/2/22 should be a go…. Now that #CDC has cut isolation restrictions for Americans who catch the coronavirus from 10 to 5 days.,5 ,6 ,94 
ksecus,12/28/2021,"We've got #covid test lines miles long here in SW Florida. Hours waiting in lines. 
#desantis #florida",3 ,3 ,14 
whirly_pearly,12/28/2021,Mum and dad were making the most of isolation due to #Covid and went to put together the sports kit in the back garden gym. I used the opportunity to sneak onto the human sofa. Mum spotted me but I just stared ruggt through her and she left me to it. Human training near complete.,11 ,2 ,131 
robkellytweets,12/28/2021,"My heart goes out to those with #covid. Many are very unwell, isolating at home, in hospital or in ICU. Not all symptoms are mild and the state/federal governments shouldn’t be treating it like the flu - there are too many unknowns. #longcovid 
@janecaro
 
@normanswan
 
@dmsroy",1 ,113 ,538 
sonambulo7,12/28/2021,Anyone looking for #covid test site in #losangeles go to 2060 Marengo st in #boyleheights. No wait times. Free pcr test and $30 for a rapid test. #covid #Omicron,4 ,3 ,7 
NickRossTech,12/28/2021,#Covid Day 9: By last night my throat felt much better and it was just like having a bit of a head cold. This morning feels like there's a little residual bunged up head but not much else. Hopefully that's the end... but... #auspol #covidnsw,5 ,9 ,65 
JasonCerezo,12/28/2021,"My wife just witnessed a guy get turned away for a #covid test at 
@Walgreens
 because they only allow drive-thru testing. He didn’t have a car. They wouldn’t serve him standing at the drive-thru either. How do you get #CovidTesting in 
@champaigncity
 without a car?",3 ,1 ,7 
DopedByMurdoch,12/28/2021,"Scary. All the media is driven by the same run sheet for the day. Who issues it? The IPA/LNP/Murdoch? Whoever runs it is a master of reaction, deception and distraction. It is done with military precision and will be so until the election. #auspol #lnp #murdoch #Domicrom #covid",1 ,5 ,8 
J__Rel,12/28/2021,"Don’t wish this #COVID on no one. Idk who the person was that put everyone in danger two weeks in Orlando but man… to not be able to talk for a long period of time, much less get sleep without coughing. This is internal torture for the body",8 ,2 ,6 
JAProsperity,12/28/2021,"So, 
@MarkJGolding
, #Dayton & followers have achieved their set target to close out 2021 & ring in 2022 campaigning #Maskless in large crowds, hosting ""#ListeningTours"" that had people bundling & touching each other. 

The #PNP has successfully  managed to start #Covid 4th #Wave!",8 ,8 ,22 
CarlNyberg312,12/28/2021,"Even theoretically, what's the advantage of Joe Biden trying to make #COVID response a state responsibility?",8 ,1 ,9 
hedgehog_farm,12/28/2021,"Playing #Cluedo #covid #nursinghome edition this evening 

Only trouble is … everyone knows it was 
@MattHancock
 in the Bedroom with #midazolam",2 ,4 ,5 
rocam54,12/28/2021,How does the richest nation in the world have the most #COVID deaths? No Free Universal Health care system comes to mind.,15 ,9 ,62 
larrykalchik,12/28/2021,"Saturday evening, started getting a sore throat, cough. By bedtime, crazy fever, stuffy nose, muscle weakness. But guess what...it’s NORMAL. And I WILL NOT GET TESTED for anything. Neither should anyone else be getting tested. End this crap! #CovidTesting #COVID",260 ,162 ,600 
Jonathan_MBanks,12/28/2021,The Govt have failed to publish #Covid data for three days. At a time when Johnson is 'supposed' to be considering that same data. So what gives here?,153 ,905 ,3944 
THEnicwebster,12/28/2021,"Just tested positive for #COVID 

Timing is fucking terrible.  Thanks Fauci and China",1 ,2 ,2 
cathyde,12/28/2021,322 days…counter resets to zero. Son had a seizure while at his day program. Taken to the hospital - waiting room is JAMMED. Covid patients right next door to my son in the ER. This is no fucking joke. Get your shots and boosters. Please. #covid #Autism #epilepsy #GetVaccinated,2 ,1 ,2 
IAmSophiaNelson,12/28/2021,"Folks, please stay home. If you do not have to travel. Do not. If you don't have to go out to the malls and store. Do not. Stay home, stay safe. Get boosted. #GetVaccinatedNow if you have not. #COVID is no joke. I know. Please stay safe. #OmicronVariant",22 ,67 ,405 
forwardnotback,12/28/2021,"A crude poll - to test opinions of a tiny part of Twitter
Has the government announcement that no further #Covid related restrictions will be introduced before NewYear, altered you plans for NYE",,,
domdyer70,12/28/2021,"At the moment Boris Johnson’s don’t worry about Covid approach is like Neville Chamberlain & his piece of paper from Munich. We all want to believe it’s real, but in our hearts we know it’s covering the cracks of an impending disaster #COVID",5 ,10 ,88 
JaneHillNews,12/28/2021,"Dr Brian McCloskey from Global Health Programme at #ChathamHouse advises caution over #NewYear… he tells me this is “not a time to go out and have parties” #Omicron #covid 
@bbcnews
 
@BBCWorld",2 ,4 ,47 
Prof_Jay_Gaming,12/28/2021,"So to fly back to France on the 2nd I need a negative #COVID test within 48 hours of flying. 

The test I took in Paris was $39. 
The cheapest I’ve found in the States (in my area) so far is $138. 

America really sucks sometimes.",1 ,1 ,9 
Darrell02554398,12/28/2021,"I want to see something.
#JusticeForJohnnyDepp 
#Australian

Which is scarier? #poll #COVID #AmberHeard #EveBarlow #BarnabyJoyce",,,
PeterDooleyDUB,12/28/2021,"For the umpteenth time #COVID is purely political and NOTHING to do with public health.

#NoVaccinePassports 
#NoDiscrimination 
#NoTwoTierSociety",11 ,29 ,216 
ferguriffic,12/28/2021,Welp we made it to Christmas 2021 before my Type 1 tested positive for #COVID.,6 ,1 ,27 
domdyer70,12/28/2021,Labour need to demand recall of Parliament on huge increase in Covid hospital admissions & Government failure to put in place any Covid controls to slow transmission. By time we get to New Year’s Day the NHS will be on its knees #COVID,38 ,43 ,262 
MichaelDKent,12/28/2021,"1281 people were hospitalised in England on Christmas Day the highest number since February with 113k #Covid cases, yet 
@BorisJohnson
 isn’t introducing restrictions! What more evidence does that waster need! 
#ToryCovidCatastrophe #ToryCovidDisaster #ToryShambles",1 ,8 ,7 
drpatfarrell,12/28/2021,A friend's dtr. and her boyfriend both caught covid. They'd attended a policeman's graduation ceremony where ALL POLICE were vaccinated but NOT THE GUESTS/SPEAKERS. #covid #vaccination #police,1 ,1 ,6 
madeleinemaste4,12/28/2021,So we’re going to sit this one out #covid no matter what happens the #nhs needs support and I don’t expect this service to have to rely on caution or common sense but good resourcing and funding - you can’t fight a pandemic on less,1 ,1 ,3 
AndyMetcalf,12/28/2021,"So #covid hospitalisation up 26% in a week and 100,000+ known daily infections and still no change to preventative safety measures (most positive than calling them restrictions). #Johnson has caved into self-interest at cost of public health",14 ,114 ,255 
RichardScribbl1,12/28/2021,"Number of #Covid infections recorded in England in one day reaches 98,515. Yeah.",1 ,2 ,2 
KarenLNHollis,12/28/2021,"Instead of announcing the amount of new #Covid #omicron cases every day, can we just have a meme of sh*t hitting a fan? Save all those statistics.",4 ,1 ,26 
ItsScant,12/28/2021,"So 
@HillsboroughFL
 has 1 #COVID testing site???",1 ,2 ,2 
EddieHoareFG,12/28/2021,"Walk in test centres need to be reopened for the next number of weeks. Lots of people with positive antigen tests unable to book PCRs. #COVID  
@HSELive",14 ,14 ,184 
jlo_said,12/28/2021,Looks like Cinderella can go to the NYE ball (in England). With no new restrictions planned before the end of the week #COVID,4 ,1 ,22 
Milan_reports,12/27/2021,"BREAK - Union health ministry 
@MoHFW_INDIA
 issues SOP for precautionary dose and children vaccine- 

#COVID-19 Vaccination of children in the age-group of 15-18 years to be started from 3rd January 2022. For such beneficiaries, vaccination option would be “#Covaxin” only.",2 ,9 ,50 
ShereenBhan,12/27/2021,"Govt guidelines: COVID-19 Vaccination for 15-18 years to start from 3rd Jan 22, vaccination option “Covaxin” only. 
2. For Health Care & Front Line Workers prioritization 
Of precaution dose would be based on completion of 9 
months from administration of dose 2 #Covid 1/2",3 ,12 ,38 
sophiagillett,12/27/2021,Looking to talk to individuals on the impact covid and lockdowns have on mental health and wellbeing over the last 2020-2021. #journorequest #journalism #covid #pandemic,6 ,1 ,7 
Nolebucgrl,12/27/2021,People on the news are shocked that there were covid issues on their cruises…really? Dumb as hell. #CruiseShip #covid #petridish #dumb,3 ,1 ,8 
julianHjessop,12/27/2021,"Arguments against further #Covid restrictions in :

1. Reassuring data on severity of #Omicron (, )
2. Still enough capacity in #NHS
3. Booster plan working
4. People already being sensible
5. Costs to wellbeing and freedoms
6. Harms to businesses and jobs

In favour...",21 ,35 ,165 
DeoSahil,12/27/2021,"No fun day #Pune city 

80 new cases 
71 new recoveries 
4.6k tests
76 critical patients 
990 active cases 

Masks & Jabs! 

Silver lining - no #COVID related death today.",13 ,20 ,184 
Haikubook1,12/27/2021,"Delta is 'Lated'
Omicron is 'Moronic'.
What will there be next?
#haiku #varients #Omicron #Delta #covidvariant #COVID",,,6 
the_Debstar_57,12/27/2021,"We're doing our own contact tracing in Tassie. Cool, cool. #COVID",1 ,1 ,7 
GoodrumVirusLab,12/27/2021,"My sweet dad passed away yesterday from #Covid. I am grateful I to have been with him in his last moments. He was 3x vaccinated, but had lymphoma. He was one of the vulnerable ones that we need to protect with widespread vaccination. My heart forever broken-unnecessary #GetVaxxed",2543 ,4940 ,50000 
ali_caffeinated,12/27/2021,"So many people ask if someone in my family who recently died of #covid had a pre-existing condition.
My answer now is, “yes, he was alive, therefore the pre-existing condition to death is to be alive”. 
No life is disposable because of a pre-existing condition. #empathy",2 ,5 ,10 
oliveblogs,12/27/2021,"From our recent lived experiences, hospital acquired #Covid infections could be prevented if:

a) Covid positive patients did not queue with nonCovid patients in Emergency Depts (ED)

b) Patients were given antigen tests before entering an ED

c) Admin staff wore masks",7 ,31 ,163 
externallylaws,12/27/2021,"And just like that, Miss 17 has #Covid. 

She just found out at work (aged care). She's now distraught because she thinks she's killed everyone in the dementia ward.  Oy vey. 

Work rapid tested her after she was told a close friend is positive.",24 ,43 ,418 
SofieDoubleu,12/27/2021,"I’m looking forward to 
@BradHazzard
 and Domnicron announcing the start of the Hunger Games at the next press conference. 

May the odds be ever in our favour #nswpol #covid #HungerGames #auspol",2 ,7 ,26 
Trevorius,12/27/2021,"The PM of UK will be ‘briefed’ today on the latest #Covid statistics. I get it’s Xmas but the pandemic doesn’t take a day off. Death doesn’t take a day off. But Johnson, he who can’t be bothered to attend #Cobra meetings, takes a day off. Being PM is a 24/7 job not an Eton jolly.",1 ,4 ,14 
AlisonHaughton,12/27/2021,".
@sajidjavid
 
@wesstreeting
 my mum is in a care home in 
@Bill_Esterson
 's constituency; residents & staff have #covid. Home under lockdown since before Xmas & v. short-staffed. Ambulance called for resident 
@9pm
 arrived 
@4am
. Acceptable? Wud u be happy for your mum to be there?",1 ,4 ,5 
thatginamiller,12/27/2021,"As we look to 2022, we cannot have another year of govt inaction/slow to act as 3.2 million households suffer fuel poverty, c.1 million more people pushed into poverty due to #covid lockdowns, where millions of #ExcludedUK have not received a penny
Stop #CORRUPTION start #caring",60 ,753 ,2974 
grahamandre,12/27/2021,"Our last #TwitterMovieNight of 2021 and a much needed break from #Covid for me sees us return to 
@netflix
 and original movies. 
@aly_sea
 
@ArabelsRaven85
 
@Annie_McS
 
@9teaNinePercent
 
@wendystewart78
 
@rondelle10_b
 
@TriciaPower1
 
@sarahhazel15
 
@hazelmpinner
 Tomorrow 20:00",,,
kdurquiza,12/27/2021,"1,345 people in the USA died on Christmas Day from #covid. I feel for the families that they leave behind. Not only will Christmas carry an empty seat but it will always be associated with their passing. 


@MarkedByCovid",19 ,142 ,596 
johnmerro1,12/27/2021,"Boris Johnson cannot be allowed to walk off into the sunset at his Dad's French Chateau,when he gets removed next year. 
He must attend Criminal Court proceedings for his actions. Same Hancock, Cummings , & the rest of his corrupt and evil government. #Covid",1 ,2 ,24 
kdurquiza,12/27/2021,"How many people do you personally know that have #Covid right now? 


@MarkedByCovid",,,
Sealdiver,12/27/2021,"For the record 
@nadhimzahawi
 
@educationgovuk
 
@UKHSA
 
@GOVUK
 
Your infection control measures for #COVID in #schools are TOTALLY INADEQUATE
Please get a grip before the schools return in 2022
Especially when community transmission is so high

@NASUWT
 
@NAHT
 
@NEUnion
 
@KateGreenSU
 
1/5",3 ,17 ,32 
cobra0410,12/27/2021,"I had a chance to question 2 different nurses about the number  of #COVID patients in their hospitals. 

They are NOT overrun. Vast majority of patients are sick with other ailments.",1 ,14 ,25 
fueledbyscience,12/27/2021,"Is my whole family doomed to get #COVID now that my son brought the #Omicronvariant home from childcare? 

Please share your household #omicron experience. My kids are 6,6,10. Hard to isolate. 

No households studies yet so let’s see what Twitter says. Every bit of data helps!",,,
kaeleneak,12/27/2021,The line at the testing centre at Gateshead is very very long. #Gateshead #LakeMacquarie #covid,3 ,3 ,13 
DrJasonJohnson,12/27/2021,"These Google commercials about how we're ""Coming Back"" feel really strange in a week when cases are skyrocketing and #COVID seems to be making a comeback faster than normal life",16 ,38 ,342 
TheDividedStat3,12/27/2021,"The unvaccinated should name the NEXT covid variant.

Letter “P” is next in the alphabet.

#covid
#SelfishUnvaccinatedPeople",1 ,1 ,3 
samanthakubota,12/27/2021,I just want to see the new Spider-Man movie from the comfort of my home /not surrounded by 100 strangers probably carrying #COVID… is that so much to ask??,1 ,1 ,13 
Magpie1954nBird,12/27/2021,".
@marshall_steven
 SA will openup at 80% you’ll be free but quietly in the SMALLfine print unless as the Science predicts #covid numbers rise then we’ll wreck your businesses gatherings hope at the drop of a hat &belatedly seek RAPID TESTS BOOSTER VACCINES STAFF .
@PMalinauskasMP",1 ,2 ,4 
teacherinphilly,12/27/2021,"So many in-school staff (most of us we were last in the buildings on Thursday, 3 days ago) are testing postive for #Covid over this break. Thanks 
@PHLschools
. #PhlEd",2 ,6 ,20 
VictorK37694416,12/27/2021,"If I was having a #Covid safe dinner party my guests would have been Nelson Mandela, Desmond Tutu (RIP brother), Nye Bevan, a certain Jeremy Corbyn and last but not least Marcus Rashford. All have been or are giants in their fields.",1 ,1 ,2 
Rita_Lou_,12/27/2021,"They have no way to prove that being fully vaxxed “eases” the symptoms of a breakthrough case.  

What this message does do is ease any reticence that some might have to resist the vax! 

#lies we tell ourselves.

The #COVID-19 narrative is full of #hypocrisy & #misinformation !",1 ,1 ,5 
DrTanyaAltmann,12/27/2021,"Friendly reminder to not beat yourself up if you or your family get COVID, despite being vaccinated & doing everything right. It’s ok. It’s everywhere. As long as vaccinated & boosted if eligible, illnesses will likely be mild, and that’s the goal! #COVID #OMICRON",8 ,24 ,207 
AriesaSandino,12/27/2021,"Received a call that a family member was hospitalized today with Covid! Family member who told me the news actually stated, “they need only to drink more water, and he will be fine!”

Lawd… we are going to be quarantined until 2025! 

#COVID19 #covidchristmas #COVID",3 ,8 ,21 
DancingRos48,12/27/2021,"Dear Government overlords: I never stopped hugging my family, celebrating with my friends or sitting down to dinners with people I love. 
Signed: A sensible citizen #covidchristmas #COVID",1 ,7 ,15 
MRR_author,12/26/2021,Posting proof of life. Covid sucks. The cough feels like the fires of hell. Luckily the vaccine did it’s job and I’m not getting pneumonia from it. Just tired and I sound like an evil muppet. Sending love. #amwriting #WritingCommunity #COVID #author #quarantaine,4 ,2 ,12 
DrPatriceSJ,12/26/2021,"I wish I could throw a #Insecure party tonight but #covid being a heaux. We love 
@IssaRae
 because of the original Awkward Black Girl on YouTube me and 
@MeganThreats
 use to watch it faithfully in college. We’ve been rooting for Issa when she was shooting in the gym. Gonna cry.",1 ,1 ,8 
LeeDHayes,12/26/2021,"Pep Guardiola was asked which players are left out through injury and who has #Covid. He replied that he's not allowed to say.
For me, that raises more questions than it answers!
#MCILEI",7 ,2 ,23 
sandipsabharwal,12/26/2021,"922 cases in #Mumbai today #Covid 

It has to be due to #OmicronInIndia cannot be due to #Delta

Time to be mentally ready for the #Omicron wave which should peak in 3 weeks as per global trends.",9 ,6 ,69 
somyalakhani,12/26/2021,"Two years into the pandemic & we are still doing #nightcurfew -- the most UNSCIENTIFIC, IDIOTIC thing to do. It literally translates into ""#Covid strikes at night."" The sheer dumbness of the move.",20 ,104 ,632 
Ananthaforu,12/26/2021,"All the variants of #Covid including #Omicron roam only in the darkness...or so the government thinks..hence they start with #nightcurfew 

Until they realise human beings are it's carriers and not Zombies. 

#StaySafe",3 ,2 ,12 
mallicajoshi,12/26/2021,"Night curfew in Delhi, between 11 pm and 5 am, starting tomorrow (Monday). Delhi recorded 290 #Covid  cases on Sunday at a positivity rate of 0.55%

@IndianExpress",1 ,3 ,7 
rahulpuri,12/26/2021,Night curfews incoming across the country. Because that worked so well last time.  #Covid,2 ,2 ,7 
NidhiTanejaa,12/26/2021,"Now, night curfew imposed in Delhi amid rising #COVID, #Omicron cases. Starts Monday. From 11 pm till 5 am.",31 ,210 ,351 
JatinPaul,12/26/2021,.#Delhi: Night curfew to be in place across the city between 11 pm and 5 am starting tomorrow; decision taken in view of sudden surge in #COVID/#Omicron cases,2 ,8 ,18 
nehakhanna_07,12/26/2021,"Night curfew to be imposed in Delhi from tomorrow (Dec 27) from 11:00 PM to 5:00 AM, in view of the rapidly increasing COVID19 cases, says the Delhi Govt #Covid #OmicronInIndia",3 ,4 ,7 
nehakhanna_07,12/26/2021,"Delhi has reported 290 #Covid cases & one death in the last 24 hours. Active COVID cases in Delhi- 1,103 #OmicronInIndia",1 ,8 ,13 
bbcburnsy,12/26/2021,"Decision being made on whether 
@HullCity
 game is going ahead.

17 #covid cases in #hcafc camp.",39 ,21 ,60 
LifesShort614,12/26/2021,"My buddy just passed away on Christmas Day….he had #COVID 

He did not want the vaccine - he was so against it

He lost his mom a few days earlier from the same thing who was not vaccinated

I’m not telling you what to do but in my eyes, this is so important #TakeThisSerious",25 ,7 ,68 
nehakhanna_07,12/26/2021,"Nearly 50 students at a school in Ahmednagar, Maharashtra test positive for #Covid_19. The school has been sealed #COVID #OmicronVariant",4 ,26 ,87 
Hulk_Patriot,12/26/2021,"#SundayMorning #BoosterJab 
You have already taken 3 jabs in less than 365 days & NOTHING has changed! - Except all the unnatural, experimental chemicals circulating throughout your body!

How many more are you going to be willing to take before you wake up?

#COVID #COVID19",2 ,3 ,10 
