name,date,content,share,retweet,like
Shanoya30151199,01/30/2022,"If your eyes are positive, you will love the world..

If your tongue is positive, the world will love you...

But if you are positive (Covid), the world will stay away from you.

#justsaying #pandemic #COVID",2,1,4
Twoandfifty2,01/30/2022,"296 more deaths from #covid in UK today  
How dare #SajidJavid say Omicron is in retreat when it is costing so many lives!",1,1,4
TiffanyDCross,01/30/2022,"Lots of divorces during #Covid. The only exception where an ex-spouse could perhaps get your money when you die is if you neglect to change your beneficiaries under a retirement plan. We're talking estate planning on The #CrossConnection 
PS- thanks Molly & Issa!",4,10,88
KOKEdit,01/29/2022,"Today is the first day since #COVID when I feel almost normal, and it’s blizzarding out there. It will blizzard all day long. Not gonna try to climb through the snow to my #office. #AmNotEditing",5,2,33
Darren94775262,01/29/2022,"Another two medical emergencies at football games today. I’ve never seen so many in 20 years of watching football. 

Just after most of the population having vaccines that we don’t even know the long term effects of if any. #vaccines #covid19 #COVID-19",4,17,44
saimshaheen82,01/29/2022,"103 fever and severe chest congestion.
#COVID",40,4,36
fuserleer,01/29/2022,"Bit slow today what with only just recovering from #covid ... almost done though.  

Might build a basic #radflix UI #DAPP too before demo",11,10,127
someshgips,01/29/2022,"लीजिए इस positive माहौल में हम  भी positive हो गये।
 I have isolated myself and am following doctor's advice. #Omicron2 #COVID-19",35,7,103
ArianaDMichaels,01/29/2022,"Joe Rogan has cost Spotify shareholders millions with his disinformation & #COVID hate (it’s all about ratings, he doesn’t give a shit about the safety & wellbeing of humanity)

It’s all about the dough

Joe Rogan will continue to #grabthatdough until Spotify stands up",4,3,10
DrShaneRRR,01/28/2022,"In the last seven days 187 people have died in Victoria alone from #COVID. 
For comparison, a 737 typically carries 189 people (thanks 
@CrabbBrendan
 for this nice comparison the other day).

One plane crash a week = let it rip it’s mild. 

I’m not accepting this.",101,388,1514
dogmom19701,01/28/2022,Another friend gone from this world because the fucking hospital gave him R-vir and put him on a ventilator. This is straight up murder for profit and it needs to stop. #COVID #remdesevirkills #ventilatorskill #bigpharmamurder,,2,6
B52Malmet,01/28/2022,"I thought people who tested positive for #COVID were supposed to isolate? Why is Sarah Palin spreading the virus all over the Big Town? This is why we can’t have nice things in #NYC. The selfish biatch is eating out without a care as to who she is infecting, or our HCW.",178,734,2462
PleepyTV,01/28/2022,"Since I can't enjoy my birthday with my friends and family IRL due to #covid, I'm gonna go live at 9 est to prove I'm still alive and make the most of it.",3,5,17
arunpudur,01/28/2022,"#Denmark will lift nearly ALL Covid restrictions from 1st Feb and return to 'life as we knew it before #Covid aka #WuhanVirus'

Danish PM said the Omicron variant was no longer threatening.

#NoMaskMandates
#NoVaccinePassports 
#NoVaccineMandates 
#NoMoreillegalTracking",2,28,106
DanGibsonCllr,01/28/2022,"Truckers are #COVID heroes. 

They were heroes at the start of the pandemic and they’re still heroes today! 

#ThankATrucker",7,5,15
WeekOnWednesday,01/28/2022,"Australia is now the country with the 37th most COVID deaths per million people over the last week.

We were 114th.

The NSW Liberals of Morrison and Perrottet have made Australia’s COVID response worse.

And now more people are dying.
#auspol #nswpol #COVID",1,5,13
SojournerNow,01/28/2022,A long tradition in my family has been that at BarMitvah and BatMitvah those who survived Concentration camps show the tatooed numbers on their arms. No one left.  My mother in law died at the age of 100 of #Covid.,5,13,35
MrStache9,01/28/2022,"#Covid 
Our #PartTimePM 's pandemic of convenience!",1,10,41
Minuteman04,01/28/2022,Sarah Palin deliberately dined in NYC restaurants while she knew she was #COVID positive. Who thinks a creative prosecutor should charge her with reckless endangerment? At a minimum.,12,38,98
dodona777,01/28/2022,"How does this work? #Republicans #USA are white supremacists concerned with ""browning"" of USA population ie there'll be more #POC than whites. But they're #Antivaxxers & those supporting them die from #Covid = less whites. So, y are Republicans thru #FoxNews killing their own?",3,3,17
JacquelineMcNab,01/28/2022,What I would like to know is what kind of cold makes it to where people cant smell or taste. It has to be something man made. It makes no sense. I personally know several people this happened to. What is in #COVID19 #COVID I want the real truth! Someone knows.,5,1,9
JuliaWongCBC,01/28/2022,"Kenney starts #COVID update by talking about some recent economic announcements in #AB. He then says Trudeau's ""reckless decision"" to impose quarantine requirements on unvaxxed truckers from US has further stressed supply chains.",4,3,9
DrDooleyMD,01/28/2022,"The thing about #COVID is, even if you don’t have it you’re still exhausted by it.  Living through a pandemic for 2+ years is physically and emotionally exhausting. 

Don’t forget to be kind and gentle with yourself.  You’re doing amazing!",6,44,273
EbonyJHilton_MD,01/28/2022,"In boxing you’re taught not to drop your gloves even if you get punched in the face…the fight is not over. 

Same rules apply to #COVID. Just bc you got infected by #Omicron does not mean you can throw all caution to the wind...the #pandemic is not over. Keep your #mask up.",94,66,336
Aaron_Derfel,01/28/2022,"Hi everyone: I've got a new #COVID Twitter thread coming up. very soon Also, thanks to 
@josianecossette
 for her tip on how to actually write a thread in a stress-free way. Took me two years to learn how to do it, but better late than never.",4,3,146
frostnhstaterep,01/28/2022,"1,941 new #COVID cases in the state announced today, along with 20 - TWENTY - more deaths. But sure... everything's fine, right? Go back to normal, right?  #NHPolitics #2173Dead 
@ProgressivesNH
 
@ProgressNH
 
@NHHouseDems",2,6,18
richie_rich77,01/28/2022,"Let’s try something:

RETWEET if your had any strain of #Covid

LIKE if you’ve never had it",6,21,194
GregHinz,01/28/2022,"With #covid numbers now headed quickly down, Illinois Legislature to resume in-person sessions next week.   Springfield restaurants and bars -- not necessarily in that order -- thank the leaders.",1,2,9
spkalantri,01/26/2022,"“Don’t just do something, stand there!”

 – This is how the White Rabbit in Alice in Wonderland would like physicians to treat mild #COVID .",1,5,40
Dhananjayang,01/26/2022,"Post #COVID impact, unable to check out these interesting films released in Theatres, to avoid crowded places for a few weeks. Looking forward to watch when released in #OTT 

#NaaiSekar 
#Writer 
#Hridhayam 

This week 
#SilaNerangalilSilaManidhargal coming with good talk",4,14,132
ravenmargo1,01/26/2022,"I have never felt so ashamed of the clowns in the #Dail today, one after the other screaming and shouting anti-Russian propaganda for the neocons..Jesu wept #covid has disappeared like a bad fart and here our thick as fuck TD's are talking utter bollocks about Russia..",5,15,36
thota_J,01/26/2022,"#Tirumala 300₹ darshan tickets for the month of Feb will be available on 29th Jan.

NOTE: Limited no of tickets will be opened due to #COVID",2,4,6
Nikkipage44,01/26/2022,"If we had a half way decent opposition,or any proper opposition,they’d be using PMQs to harass the govt about intended #tax rises - those affect every hard-working family and employers who need to employ them. As we climb out of the #Covid morass, we need all the help we can get!",1,3,10
B52Malmet,01/26/2022,Only Republicans want to pass bills to allow parents to ignore #COVID mask mandates for their kids going to school. It is staggering how much risk they are willing to tolerate when it comes to their kids in a pandemic.,60,252,827
marcusp11,01/26/2022,"It is amazing to me that those that express unity and inclusiveness, truly want to live a good life like that- be good people, are the most bitter, hateful, bullying type of people towards the #COVID vaccine hesitant. I will never be able to understand that. #COVID19AB",1,1,2
B52Malmet,01/26/2022,"One out of every five health care workers has left their jobs since the pandemic began. For the ones who remain and are struggling with PTSD from treating #COVID patients while trying to stay healthy, what treatment will they be receiving? They are hurting. They are struggling.",14,142,381
aodaalliance,01/26/2022,"#DoFo 
@fordnation
 it's been 1,091 days since you got 
@HonDavidOnley
 report. Calls for strong new action on #accessibility for people w/ #disabilities. We need a real action plan. Your delays create more hardships during #COVID crisis #AODA",1,1,2
EmilBergholtz,01/26/2022,"The #covid story for about two years now:

1. At high prevalence media claims there is soon herd immunity since obviously everyone is soon infected. Stay cool.

2. At low prevalence media claims there is herd immunity since it has obviously slowed down.

3. Back to 1 and repeat.",5,45,164
_lokeshsharma,01/26/2022,"#Rajasthan #CoronaUpdate:

13049 #Covid cases reported
2234 from #Jaipur
21 #Corona related death
Today's #Recovered11572
Active Cases 94148

The fight is still on, we need to remain very alert
Please keep following #COVIDAppropriateBehaviour
#StaySafeStayHealthy
__",31,207,388
Kezza101064,01/26/2022,"Day 6 #COVID and today I've taken a few steps backwards 

Oxygen levels are a little lower and temp is sitting around 101F.  Abd the bloody elephant sitting on my chest can bugger off!

Although I am suffering with considerable brain fog, I am BORED!",52,7,142
Lois_Cameron,01/26/2022,Feeling absolutely devastated that my daughter’s friend wee girl lost her life to #covid yesterday (7 years old) - in a day went from playing to her little heart stopping  #childrenscovid. How can that happen - it’s not over,26,4,46
AddictScrabble,01/26/2022,"Shameful!!!Starmer!!! Boris' daughter had #covid
He was not hiding.
#PMQs",43,170,585
BSBRepeat,01/26/2022,"If #COVID caused giant purple facial splotches, America would be fully vaxxed.",2,3,15
andie0132,01/26/2022,"After being hospitalised with Covid complications I feel at a loss as to what I should be doing and feeling...wear a mask all the time when I go out? The thought of socialising freaks me out. I don't like this feeling 
#covid
#Myopericarditis 
#IHaveAPreexistingCondition",2,2,10
WizVille,01/26/2022,"We're postponing ""Dreaming Bigger with Rails 2022"" to a later due to a number of #COVID cases. Luckily no one is seriously ill 

We're waiting to hear more from our different speakers and will share the new date with all of you once it's confirmed. 

Take care",1,2,1
andrewhiggo,01/26/2022,"So, the media is now tasked with Albo shaking hands with anyone in the next few months - will be interesting. Any photos from the press club last week?  #AusPol2022 #covid",1,1,10
ProudAFAmerican,01/25/2022,"My stepdaughter had Covid in October + she lost her sense of taste + smell. But the weirdest thing is some times she thinks she smells cigarette smoke. She has heard it from several friends too, 1 said it was more like a campfire. Has anyone else experienced this?

#COVID",20,41,83
debbieksl,01/25/2022,"Utah schools can’t decide to pivot to remote learning if #COVID cases spin up. A bill passed putting the Senate President, House Speaker, State School Superintendent, &  Gov in charge. 
It concerns me our locally elected school boards won’t have a say.",76,83,538
MeowAndMorgan,01/25/2022,"My #covid patient, who is unvaccinated and noncompliant with meds and physical therapy, just #mansplained his lungs and how high-flow O2 works. Sir, stop talking-your sats are dropping and you don’t understand science #MedTwitter #RRT #respiratory #burnedout",1,,7
ErinClouse,01/25/2022,"#COVID update 1/24/22: Everything at record levels but maybe first signs of the light at the end of the omicron surge. Let’s hope for our HCW, teachers, immuncompromized, high-risk and first responders, it declines faster than it came up. 
@GovCox
 
@DeidreHenderson
 #utpol",2,3,19
truckingoffroad,01/25/2022,"Calling all #truckers around the world or anyone that wants to end 2 years of bull shit #lockdowns #mandates #tyranny #control #covid #vaccinelies 
Simple
Retweet as much as you can anything
#freedomconvoy22 
This all needs to end now and truckers can do it with your support.",2,21,24
Lovedogs1455,01/25/2022,"Do u fear covid? 

#COVID19 #COVID",4,1,3
emma_husar,01/25/2022,"I bought my first RATest which feels like winning in  #Omicron #covid roulette.

When we think the #auspol muppets could  they any worse they keep surprising us.",1,2,29
furqantsiddiqui,01/25/2022,A friend of mine before leaving for UK got #Covid Positive frm Essa lab. She then go tested again frm Chughtai Lab and got Negative result. On reaching London she tested Negative. In #Karachi she had to pay Rs 6500 for each test. Describes our testing system and money being made,3,6,23
WilliamKittel5,01/25/2022,"How are you going to walk back the collapsing #covid narrative 
@Gannett
, 
@AsburyParkPress
 
@News12NJ
 
@OglesbyAPP
 
@mdiamondapp
? Where are your experts now? If you had any credibility to start with it would be gone 
@Oldglorycries
 
@nikki_on_fire
 
@Axlbundy825
 
@wankerfromnj
 #here_we_go",3,4,14
FredFunkFumb,01/25/2022,All those #Doctors & #Nurses That sat back and took the money knowing full well that #Covid was a scam are ALL responsible for the deaths of all those people that couldn't get diagnosed for serious Illnesses and may had died from them. I hope you never sleep well again.,1,1,2
MoneyTraderBlog,01/25/2022,"COVID is bad enough - believe me, I have it - but the real killers for America are the moral vacuity & stupidity that are pandemic in the country. #COVID",3,5,7
blackiowanews,01/25/2022,"At open MRI w/husband. HCW explained procedure then said after he’s settled, he could remove his mask. I said:“No. Don’t take your mask off, babe.” He nodded. She said: “We just want you to be comfortable.” How about #COVID-19-free? Or alive and well? Or protected?#blackhealth",8,9,137
Z__AC,01/25/2022,"Non withstanding the fact that 84% of Americans don’t know where #Ukraine is, #NATO strategy to kickstart the economy post #Covid = War in Ukraine
#UkraineConflict",2,1,9
ThisIsKimMiller,01/25/2022,"1/
@Kaepernick7
 took a knee as a means of peaceful protest and the 
@nfl
 ended his career. 
@AaronRodgers12
 didn't follow 
@NFL
 #Covid protocols and was allowed to continue to play...until...",2,2,2
martindunphy,01/25/2022,"Has anyone ever attempted to confirm B.C.'s reported daily #COVID19 death counts?
Because I'm either straight-out not believing them any more or questioning whether or not they have changed the criteria by which they label a death as caused by COVID-19.
#bcpoli #bcedchat #COVID",8,8,85
Wendy_Bacon,01/25/2022,There are 4000 #Covid patients in hospital in #NSW and #Victoria alone - and 53 people died yesterday. Very serious.,3,14,54
dr_gilmarreis,01/25/2022,"Now I am without flu symptoms!
Thank you all for the kind messages Received!
Only meds: Fluvoxamine (still on 100 mg BID) + Budesonide 400 mcg BID…

#COVID #omicrom 
@TogetherTrial
 #pandemic #CoronavirusUpdates",4,11,51
fwtoney,01/25/2022,Why are right-wing partisan judges intentionally making #COVID worse?,5,5,36
Oxforduk23,01/25/2022,"New Hampshire Jan. 24:
10 new deaths
7,271 new cases (6,196 from Friday to Sunday, rest from previous week)
15,641 current cases
411 current hospitalizations
#CovidChris Sununu tweets about bets, business, Broadway 
#VoteBlue2022 #NHLacksLeadership
#NHPolitics 
#SununuFail #Covid",3,10,17
dodona777,01/25/2022,"This govt really believes we're stupid as in #Trumpkin stupid. If you don't test then you don't have a number, so reducing tests means reducing numbers with #Covid. This is why numbers are dropping. YET - there's heaps of ppl who still think #ScottyThePathologicalLiar is OK. FMD.",1,9,27
SergeiDratchev,01/24/2022,"US Customs asked me if I was vaccinated. They didn't ask for the proof, but said they don't accept electronic records. It must be a piece of paper showing when and how many vaccines you received. #covid #bordercrossing",2,1,6
kamcc71,01/24/2022,"Things that are worse for children than any #COVID mitigation:

1. Finding out how selfish adults are

2. Seeing an overpaid jock-baby abuse his megaphone

3. Watching teachers get treated like widgets

4. Learning how expendable leaders think kids are

#N95sForAll #GetVaccinated",1,6,22
SammyPoate,01/24/2022,"#BREAKING the Newcastle 500 has been postponed. Supercars says given the evolving #COVID situation in the region it’s become too challenging to stage the event in March. Sydney SuperNight will be the new season opener. 
@nbnnews
 
@9NewsSyd",6,8,18
zdaniel,01/24/2022,"Family status report: son, fully recovered, me, marginally better/headache, daughter, now positive via last RAT, husband, still negative. And so it goes... #Covid",18,37,775
SaxMike71,01/24/2022,This is a serious/sincere question for folks who are getting #COVID (assuming you’re vaxxed and boosted): How are you getting exposed? What sorts of activities are you doing in your daily lives which may be putting you at risk? I’m genuinely curious about this.,10,1,12
Sinfulskin2,01/24/2022,"Just because a person recently got over covid doesn't give them the right to not wear a mask around others. 
#COVID",14,14,99
MaryRedden1,01/24/2022,"I just left my SW FL hospital…tons of #covid cases in the ER, we are at full capacity. Please be safe. Wear a mask",19,47,188
GorwayGlobal,01/24/2022,"#Covid #Pandemic has brought out the worst in India's doctors not the best.  Real life story of my brother.
73 years diabetic ill for 4-5 days with cough and fever, nausea. Not breathless. Tested for Covid at a private hospital, Positive. 
All hell breaks loose.",10,53,121
LouiseGrimmer,01/24/2022,"Today’s poll.

Have you been able to access a RAT? 
 
#auspol #politas #COVID19 #Covid_19 #RATs #coronavirus #COVID19Aus #covid19tas #Covid #CovidTesting",,,
SocMedGirlyyj,01/24/2022,"I don’t usually do threads, but if you’ll indulge me, here’s a #COVID pandemic scenario, playing out in #BC; along with insight into the struggle in considering what action to take, or not.

I’m sure these two aren’t alone; likely similar struggles are happening all around. 1/12",3,3,10
litecoin_bull,01/24/2022,"They named it RAT Test for you to mock you! 

Get it yet?? 

A trap to see how stupid you are! Don't fall for the fake RAT tests! 

We got banned on TikTok for showing an orange testing positive for #covid using RAT test!",7,23,73
Malinasaval,01/24/2022,"What is this mythological notion of getting back to “normal” in the context of #COVID? I have vestigial symptoms a month out from testing +, my dr. is sitting on an inbox of 2K emails from sick patients, nurses are overworked, hospitals maxed, people are dead, lives destroyed.",1,1,3
McAllisterBruce,01/24/2022,I’m not seeing as many of those “the vaccines are our way out of this” tweets these days. Have the lobbyists and those pushing the government narrative woken up? #COVID19 #Covid_19 #COVID,3,2,8
Pedroshorts,01/24/2022,An in-law passed away from COVID last night. He shouldn’t be gone. Be kind to each other. #COVID #MaskUp #GetVaccinatedNow,7,4,56
Alison_AZGeo,01/24/2022,"1/9 Today I got a call from my mother’s assisted living. “Your mother tested positive for #COVID. We need to keep her isolated for two weeks.” Easier said than done. My mother is ambulatory, but has about a 5-second memory.",10,10,45
orlandoribbons,01/24/2022,"I’m so excited. My parents (dad & step mom) are driving down to see us for a month. They skipped last year cause of #Covid, but they will be here is just a few days!
#FamilyTime",7,2,85
brownroundboi,01/24/2022,"Today, I was told my uncle died in the Philippines. I'm unable to grieve in person. I have to grieve afar.

He's my last connection to my dead mom. My last living elder. I'll never have his food again. I'm devastated. I hate #COVID. I hate this place. I hate diaspora grieving.",34,3,238
EbonyJHilton_MD,01/24/2022,"We need a #Breathelizer device, but instead of detecting alcohol it alerts for #COVID.

Engineers, bio-medical researchers, get to it.

Would be a great asset to keep restaurants open, particularly since people take off #masks to eat thereby increasing risk of exposure to staff.",50,149,1006
readmynovels,01/22/2022,"A teenage lad I know is determined to keep his #mask on in the #classroom. He can chat without the #teacher seeing his lips move, he says.
#school #education #omicron #covid",3,1,3
DragonGuyAndGal,01/22/2022,"Anyone travel to #Spain recently?  What’s the situation on the ground with masking/#covid protocols?

Thinking of going to #Sevilla. And some other places.

#travel #ttot",2,2,1
_JamesMeldrum,01/22/2022,"I’m 55. Husband to a loving wife and father to two beautiful young kids. 

I’m immunosuppressed and get asthma. 

I’m categorised with “underlying health conditions”.

If I die of Covid, why should my life be considered expendable?

My life is precious, as is yours.

#COVID",98,661,4388
Michael_O_Regan,01/22/2022,"Talking to friends, it seems there is a mood of euphoria tempered with caution. #covid",10,1,53
jabarocas,01/22/2022,"If you don't think #covid is your problem, feel free to bag your own groceries, take your own garbage to the dump, homeschool your children, and do your own colonoscopy.",2,2,21
ACaticGeri,01/22/2022,"Appreciate Dr. Hirsch and 
@muradali_md
 presentation ""The Changing Landscape of Medical Training amidst the COVID-19 Pandemic: A New Normal?"". As medical educators, #COVID continues to present opportunities/challenges as we strive to optimize medical training. 
@BCMDeptMedicine",1,4,10
IWV,01/22/2022,"Senior policy analyst, 
@InezFeltscher
, joined “Kennedy” on 
@FoxBusiness
 to discuss Fauci saying we are still in phase 1 out of 5 of the #COVID pandemic. She also weighs in on the Beijing olympics, China warning athletes against political statements, and more.",,,
DuggerDigs,01/22/2022,"Ohio reports 742 COVID deaths on Friday, more than 1,000 for the week. Highest one-day tota of pandemic. #ohio #COVID #Omicron",8,8,13
rebeccagrants,01/22/2022,"For #MarchMadness this year, is team isolation and maybe living in a bubble enough to stop from testing positive for #covid?",3,2,17
Michaeldmac2006,01/22/2022,The death toll from Covid is being treated the same way that the death toll from AIDS was treated. It’s almost like they don’t matter to any LNP government. #Deaths #coronavirus #Covid #LetItRip,33,214,950
WHEC_JLewke,01/22/2022,"Senate majority leader 
@SenSchumer
 says 
@GovKathyHochul
 made formal request from 
@fema
 a few days ago to send a response team of medical professionals to 
@UR_Med
’s Strong Hospital to help with staffing shortages and burnout through this wave of #COVID hospitalizations. 
@news10nbc",17,4,9
dulchiewhelan,01/22/2022,Good address by An Taoiseach this evening. Very upbeat and positive. Reflective tone also. Nice touch in referencing our first 100 years as an independent democracy. #COVID,1,1,19
lachlangunn,01/22/2022,"Here's a sobering thought. Anyone in  aged 14 or younger has only ever known a divisive .
@theSNP
 .
@scotgov


Their life chances have been damaged by #education failure, while #Scotland has plunged backwards down the slope of economic progress, aided by flawed SNP #COVID policies",16,110,448
nicoleKIROFM,01/22/2022,"The 
@WADeptHealth
 announces it's launching the online portal to order home #COVID tests today. People will be able to order online or via the COVID phone hotline. They warn that there won't be enough for everyone right away, and site may even crash if demand is too high.",2,1,9
LiqaDr,01/22/2022,"I know all of us are so excited but hospitals haven't recovered fully from staff shortages from recent #covid peak. 
Any plan in place for worsening of staff crisis post lifting #restrictions all at once?
Have mercy on your frontline staff as it's not over yet #NPHET",11,58,332
MelissaLMRogers,01/22/2022,"They say there’s about 600,000 vaccine free people in Quebec. I want to see each of them (and more) out tomorrow at the world wide freedom rally in Montreal. LET’S UNITE. 1 PM

#Canada #Quebec #Montreal #COVID",15,97,342
Kezza101064,01/22/2022,"Well surfice to say this dose of #covid  has hit me like a steam train.  My temp is high and my chest is so tight.  As a severe asthmatic I am quite concerned at how bad I feel.  

My head also feels like it's in a tightening vice and I feel like collapsing when I get out of bed",82,31,209
PPaulCharles,01/22/2022,"Major announcement imminent from the #Irish Government tonight. All #Covid restrictions being removed, except facemasks. Bars and restaurants back to normal hours from 6am tomorrow, and no social distancing. Terrific news for the island of #Ireland. 
@ThePCAgency",14,20,353
DuggerDigs,01/22/2022,THREE studies released today show that those who are vaccinated and boosted have significant protection against serious illness from an omicron infection. The same cannot be said for those fully vaccinated or unvaccinated. Ohio has boosted about 28% of pop. #ohio #COVID #omicron,3,3,16
YorkLisa,01/20/2022,"WRONG 
@Morning_Joe
 to say 
@POTUS
 #Ukraine weak & AGAIN not explain off poll numbers. It's a pandemic & big demand for at home things has caused issues. Biden kicked a$$ to clean up #Covid mess but idiots won't get vax. TFG ended #Afghanistan-he followed thru. Tell whole story!",2,2,8
DrSumiDunne,01/20/2022,".We have just lost another relative to #Covid in #India. 

My late mother’s brother.  He did not have an opportunity for a booster.

Vaccine inequity remains prevalent. 

#VaccinesSaveLives 
#VaccinesWork 
#COVAX 

@gavi",34,17,319
AnaADHDAvenger,01/20/2022,"Ok ADHDers who have had #covid, I’m off cough medicine, but I’m still more nocturnal and lost my newish found ability to sleep on my back (I am the world’s pickiest side-sleeper by years). What are your experiences? Do you have any advice?
#AskADHD #insomnia #covid19 #ADHD",10,2,7
emma_husar,01/20/2022,"When Feb 5 date was announced, Omicron was kicking off over East. McGowan can easily backflip with:

‘when I said Feb 5, it was a different time.” WA can’t afford nor cope with Let It Rip. Keeping the wall up a tad longer’ #sorrynotsorry #mcgowan

730 press conference #covid",9,1,43
SidShirole,01/20/2022,"It has been almost a month since #COVID restrictions were imposed. While infections are high,  hospitalizations are extremely low. 
I urge the State Govt. to end all restrictions, and allow citizens to revert to normalcy.
Vaccination, Masks & CAB should be the only guidelines.",16,30,216
Hyper_aice,01/20/2022,"Hey guys. Just wanted to check. Are there any decent meal services for folks in quarantine in Indiranagar? #Bangalore #COVID #Help (no, I haven't tested positive but want the info just in case).",,2,1
COVID_data_BE,01/20/2022,"Time to end #Covid theatre in #Belgium.
At Friday’s #Codeco meting, BE gov must:
End schoolchildren + other mask mandates
Retract failed, un-evidenced CST
Stop all vx mandate plans
Wind down testing machinery 
And: start open debate on public health management failures.",5,17,37
MagickalManfa,01/20/2022,"A small but mighty gathering at #ThirdWednesday this time.
Great to see everyone, fantastic conversation as always and I've even forgiven the little teenager, who tried to tell us off for talking about #covid 
Looking forward to Feb",2,1,16
otvnews,01/20/2022,"From 24 (January) we will be reopening schools for classes 1-12th with #COVID protocols; CM has agreed to our proposal: Varsha Gaikwad, Maharashtra School Education Minister

(ANI)",101,75,1459
Colins__Tweets,01/20/2022,"obviously welcoming all the easing of #covid restrictions

seems to be an elephant in the room though

how have the infections dropped with no #lockdown ???

please tell us #whitty and #valance

we are all ears 

#coronavirus",1,5,26
EdnaKrabapple1,01/20/2022,So how many millions of #CEV #CV & elderly believe that the move to remove #covid restrictions in England is good news?,10,5,44
HumayraN_,01/20/2022,"Isolation over, and we are ready to fly 
Alhamdulillah. 
Thank you everyone for the care duas and support  I'll forever be grateful. Allah keep u all healthy happy and safe. 
Ameen summa Ameen
#Covid #donendusted #life",5,2,19
_ohcoco_,01/20/2022,"Hey y'all. Have a #covid exposure question. Daughter had vaxed ppl over to house on Sat. One tested positive today. They took rapid tests before meeting, but...sheesh. We are wondering what protocol should be now? They just took rapid test = neg. SIL is wfh, daughter in pre-k.",1,1,1
CyclingEurope,01/20/2022,"Haven’t we been here before? Removing the need to wear face masks didn’t help last time. If you have an issue with wearing a face mask, I dread to think what issues you have with other safety measures in society such as wearing a seat belt… #COVID",1,1,24
rosswilsonmusic,01/20/2022,"At a time when we’d all like to be working & providing you lovely ppl with live music #CoVid is cutting a swathe through the muso community. I had my dose, am now back to normal, but the wave rolls on disrupting us just like everyone else. #gigsofourlives #GetVaccinated",3,6,33
ShazHaitch,01/20/2022,"I would like Prof Paul Kelly to explain the HEALTH reasons behind early childhood educators not being defined as close contacts, when they spend 8 to 12 hours with children changing nappies, feeding, holding hands, carrying around, applying bandaids... #auspol 
@georgiedent
 #covid",5,30,99
cobalt123,01/20/2022,"So first steps to ""isolate"" in a difficult home for layout:  Masked up and isolating my bedroom and my office. Caregiver masked up/added face shield I gave her. Open door and fan in living room. When they are in kitchen open back door and fan to get outside air in. 1/3
#COVID",3,1,13
Aaron_Derfel,01/20/2022,"1) There are signs daily #COVID deaths may be starting to subside in the U.S. Unfortunately, that doesn't appear to be the case in Canada. And within Canada, it’s Quebec that's likely driving up the country’s wave of #pandemic deaths. In this thread, I will examine these trends.",6,76,252
Slymoonchild,01/19/2022,"My friend's husband told his boss that he had to quarantine due to a family member in their house having Covid. The boss said that nobody cares about Covid and that my friend's husband had to go to work. 
#COVID",2,2,3
peaspleez,01/19/2022,"I don't care how 'mild' people seem to think #Omicron is, I don't want to catch #COVID. And yes, I am boosted.

Sure as hell don't want my unvaccinated <5 child to get it. 
#LongCOVID is real. Why risk a child having long term brain or heart damage? WTF is wrong with ppl?",1,2,11
jsopercook,01/19/2022,Just about to teach my 5th online class today. #sotired #teachingonline #covid,2,1,27
chronicmom1,01/19/2022,"Reported my child's #Covid case to the school district, and they acted annoyed and surprised that I'd even do that. Then they acted annoyed I had kept my asymptomatic kid home. I kept my kid home because he's still infectious? 

I swear, we're never getting out of this mess.",4,3,27
MimiJ9,01/19/2022,"438 more deaths?

What the fuck is going on? 

#covid",93,330,1450
IlanaKrumm,01/19/2022,"I cut back from Twitter for a bit for my own #Mentalhealth

 #Covid felt like it was closing in. Both in the real world & the digital world.

It was too much. I needed a break.

Doctoring, mothering…just surviving during a #pandemic is hard.

Don’t forget to be kind to yourself.",,,27
fillykins1,01/19/2022,"From a mate. A Boeing 747-400 carries around 400 people. If one of them fell from the sky today & everyone was killed, people would be horrified & rightly so.   
438 people died today from #covid & barely a mention. The apathy towards this level of death terrifying",1,5,15
MoiraFeldman,01/19/2022,"FFS! ""Nobody told 
@BorisJohnson
  that events (#COVID parties) were against the rules. It was HIM who told the test of us what the rules were! #BorisJohnsonMustGo",2,2,6
doreen_rabi,01/19/2022,"I have a child w/ an autoimmune condition that has just had #COVID & whose high-school experience has been *completely* disrupted by a pandemic.
Raise your hand if you are a parent worried about the twin traumas of long COVID & an adolescence interrupted .",2,1,40
TechieMegha,01/19/2022,"Today I realised how painful a “positive” can be!
#COVID19 #COVID",3,2,7
canteach,01/19/2022,OK. It’s hit our family. Son-in-law tested + today. Daughter and 4 kids all sick but don’t have any tests. We saw them - minus SIL - on the weekend. Tick Tock. #Covid,36,14,176
andersleijersta,01/19/2022,"Boris has had a very difficult shift:

1. Got #Brexit though
2. Guided the country though #Covid.

Not an easy job!

Remember Gordon Brown - what did he do apart from leaving a terrible Nat. Debt?",62,160,548
WIBC_EricBerman,01/19/2022,"710 Hoosiers are in ICU with #COVID19, one fewer than yesterday and the fourth straight drop, but a jump in non-#COVID patients drops the number of open Indiana ICU beds to 218. Overall, 3,460 Hoosiers are hospitalized with COVID, 97 more than yesterday after a three-day decline.",2,4,13
helen_a15,01/19/2022,"I can’t believe I have Covid. 
After a year of shielding for a year and then being SO careful.
So far I’m feeling OK ish.
Please do get your vaccinations. 
If you haven’t and you want one no one will judge that you’re going for your first.
They make a difference. 
#covid #vaccine",37,3,117
